,allStar,ast,ast_pct,blk,blk_pct,bpm,class,conf_abbr,dbpm,def_rtg,drb,drb_pct,dws,efg_pct,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,obpm,off_rtg,orb,orb_pct,ows,per,pf,pick_overall,player,pos,pprod,pts,round,school_name,season,stl,stl_pct,tov,tov_pct,trb,trb_pct,ts_pct,usg_pct,ws,year_drafted,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
660,1.0,22.0,4.9,52.0,3.5,7.4,FR,WAC,2.9,97.9,223.0,14.8,3.6,0.589,175.0,174.0,297.0,1.0,1.0,298.0,116.0,181.0,30.0,1053.0,4.1,114.1,151.0,6.0,3.3,21.2,99.0,47,Paul Millsap,F,425.0,467.0,2,Louisiana Tech,2003-04,26.0,1.9,67.0,14.9,374.0,20.2,0.608,21.1,6.9,2006,15.566666666666666,0.587248322147651,0.5858585858585859,0.9999999989999999,0.6408839778970117,12.466666666666667,0.7333333333333333,0.8666666666666667,1.7333333333333334
682,1.0,183.0,30.8,12.0,0.8,7.4,FR,ACC,2.9,97.9,80.0,14.8,1.4,0.57,135.0,95.0,186.0,40.0,86.0,272.0,150.0,178.0,31.0,1041.0,4.1,114.1,21.0,6.0,3.4,21.2,81.0,4,Chris Paul,G,425.0,460.0,1,Wake Forest,2003-04,84.0,1.9,82.0,18.7,101.0,5.6,0.645,19.6,4.8,2005,14.838709677419354,0.4963235294117647,0.510752688172043,0.4651162790643591,0.842696629208749,3.2580645161290325,5.903225806451613,2.7096774193548385,0.3870967741935484
698,1.0,63.0,16.6,75.0,6.3,7.4,SR,Big East,2.9,97.9,141.0,14.8,3.3,0.614,179.0,176.0,291.0,3.0,3.0,294.0,93.0,144.0,34.0,894.0,4.1,114.1,75.0,6.0,3.5,21.2,92.0,17,Roy Hibbert,C,425.0,454.0,1,Georgetown,2007-08,18.0,1.9,57.0,13.6,216.0,14.5,0.626,25.9,6.8,2008,13.352941176470589,0.608843537414966,0.6048109965635738,0.9999999996666666,0.6458333333288484,6.352941176470588,1.8529411764705883,0.5294117647058824,2.2058823529411766
731,1.0,77.0,15.1,68.0,4.7,7.4,SO,SEC,2.9,97.9,209.0,14.8,3.4,0.608,177.0,177.0,289.0,0.0,2.0,291.0,88.0,144.0,39.0,1011.0,4.1,114.1,86.0,6.0,3.0,21.2,97.0,3,Al Horford,F,425.0,442.0,1,Florida,2005-06,40.0,1.9,74.0,17.1,295.0,17.2,0.615,21.7,6.4,2007,11.333333333333334,0.6082474226804123,0.6124567474048442,0.0,0.6111111111068673,7.564102564102564,1.9743589743589745,1.0256410256410255,1.7435897435897436
758,1.0,70.0,16.4,24.0,2.0,7.4,SR,SEC,2.9,97.9,210.0,14.8,2.7,0.525,160.0,160.0,301.0,0.0,4.0,305.0,115.0,161.0,32.0,897.0,4.1,114.1,78.0,6.0,2.3,21.2,76.0,30,David Lee,F,425.0,435.0,1,Florida,2004-05,34.0,1.9,85.0,18.2,288.0,18.9,0.57,26.5,5.0,2005,13.59375,0.5245901639344263,0.53156146179402,0.0,0.7142857142812777,9.0,2.1875,1.0625,0.75
767,1.0,65.0,12.7,24.0,2.6,7.4,FR,MWC,2.9,90.6,217.0,23.6,2.5,0.477,166.0,150.0,287.0,16.0,78.0,365.0,85.0,117.0,34.0,1064.0,4.1,109.5,119.0,13.9,2.5,23.2,85.0,15,Kawhi Leonard,F,448.0,433.0,1,San Diego State,2009-10,47.0,2.8,77.0,15.5,336.0,18.9,0.515,24.3,5.0,2011,12.735294117647058,0.4547945205479452,0.5226480836236934,0.20512820512557528,0.7264957264895171,9.882352941176471,1.911764705882353,1.3823529411764706,0.7058823529411765
782,1.0,141.0,30.6,38.0,4.0,13.6,JR,Big Ten,7.3,92.5,210.0,23.6,2.2,0.48,147.0,110.0,244.0,37.0,101.0,345.0,97.0,142.0,34.0,1023.0,6.3,110.1,84.0,9.6,2.6,24.9,114.0,35,Draymond Green,F,467.0,428.0,2,Michigan State,2010-11,60.0,3.6,79.0,16.1,294.0,16.6,0.519,24.7,4.8,2012,12.588235294117647,0.4260869565217391,0.45081967213114754,0.36633663365973923,0.6830985915444853,8.647058823529411,4.147058823529412,1.7647058823529411,1.1176470588235294
806,1.0,63.0,14.0,30.0,2.5,7.4,FR,Horizon,2.9,97.9,161.0,14.8,3.4,0.611,125.0,56.0,107.0,69.0,154.0,261.0,101.0,124.0,32.0,1045.0,4.1,114.1,46.0,6.0,3.9,21.2,64.0,9,Gordon Hayward,F,425.0,420.0,1,Butler,2008-09,48.0,1.9,53.0,14.2,207.0,12.2,0.6559999999999999,19.5,7.3,2010,13.125,0.4789272030651341,0.5233644859813084,0.44805194804903864,0.8145161290256894,6.46875,1.96875,1.5,0.9375
808,1.0,185.0,34.8,9.0,0.7,7.4,SO,Big Ten,2.9,97.9,83.0,14.8,1.8,0.501,147.0,80.0,190.0,67.0,170.0,360.0,59.0,75.0,30.0,1017.0,4.1,114.1,14.0,6.0,1.7,21.2,68.0,3,Deron Williams,G,425.0,420.0,1,Illinois,2003-04,31.0,1.9,75.0,15.9,97.0,5.7,0.531,23.9,3.5,2005,14.0,0.4083333333333333,0.42105263157894735,0.3941176470565052,0.7866666666561778,3.2333333333333334,6.166666666666667,1.0333333333333334,0.3
836,1.0,62.0,12.7,20.0,1.8,7.4,FR,Pac-10,2.9,97.9,111.0,14.8,2.2,0.511,159.0,91.0,213.0,68.0,165.0,378.0,28.0,31.0,33.0,1092.0,4.1,114.1,27.0,6.0,1.7,21.2,67.0,11,Klay Thompson,G,425.0,414.0,1,Washington State,2008-09,30.0,1.9,70.0,15.1,138.0,11.0,0.527,22.9,4.0,2011,12.545454545454545,0.42063492063492064,0.4272300469483568,0.41212121211871444,0.9032258064224766,4.181818181818182,1.878787878787879,0.9090909090909091,0.6060606060606061
841,1.0,88.0,21.2,16.0,1.3,7.4,JR,SEC,2.9,97.9,143.0,14.8,1.3,0.588,150.0,150.0,253.0,0.0,2.0,255.0,112.0,145.0,31.0,851.0,4.1,114.1,69.0,6.0,3.1,21.2,83.0,30,David Lee,F,425.0,412.0,1,Florida,2003-04,35.0,1.9,64.0,16.5,212.0,14.6,0.636,23.1,4.4,2005,13.290322580645162,0.5882352941176471,0.5928853754940712,0.0,0.7724137930981213,6.838709677419355,2.838709677419355,1.1290322580645162,0.5161290322580645
877,1.0,44.0,11.6,88.0,11.5,17.3,FR,SEC,10.8,78.1,169.0,22.3,2.9,0.57,145.0,143.0,248.0,2.0,8.0,256.0,109.0,134.0,39.0,822.0,6.5,126.8,92.0,14.2,3.5,31.4,115.0,1,Karl-Anthony Towns,F,391.0,401.0,1,Kentucky,2014-15,18.0,1.4,53.0,14.2,261.0,18.5,0.627,23.7,6.4,2015,10.282051282051283,0.56640625,0.5766129032258065,0.24999999996875,0.8134328358148252,6.6923076923076925,1.1282051282051282,0.46153846153846156,2.2564102564102564
882,1.0,102.0,19.5,11.0,0.8,7.4,SO,Pac-10,2.9,97.9,118.0,14.8,1.1,0.49,144.0,138.0,273.0,6.0,27.0,300.0,106.0,135.0,31.0,938.0,4.1,114.1,46.0,6.0,1.6,21.2,74.0,6,Brandon Roy,G,425.0,400.0,1,Washington,2003-04,37.0,1.9,84.0,18.7,164.0,9.9,0.5489999999999999,21.7,2.6,2006,12.903225806451612,0.48,0.5054945054945055,0.22222222221399177,0.7851851851793691,5.290322580645161,3.2903225806451615,1.1935483870967742,0.3548387096774194
909,1.0,73.0,14.7,21.0,2.3,7.8,SO,Big Ten,3.8,97.5,128.0,16.9,1.5,0.488,136.0,126.0,241.0,10.0,48.0,289.0,108.0,144.0,36.0,961.0,4.0,110.0,63.0,8.7,2.3,20.5,90.0,2,Victor Oladipo,G,407.0,390.0,1,Indiana,2011-12,49.0,3.0,76.0,17.5,191.0,12.9,0.546,23.2,3.8,2013,10.833333333333334,0.47058823529411764,0.5228215767634855,0.20833333332899306,0.7499999999947917,5.305555555555555,2.0277777777777777,1.3611111111111112,0.5833333333333334
936,1.0,44.0,13.7,54.0,5.4,7.4,SO,Big East,2.9,97.9,138.0,14.8,2.7,0.59,148.0,148.0,251.0,0.0,0.0,251.0,86.0,119.0,33.0,793.0,4.1,114.1,89.0,6.0,3.0,21.2,68.0,17,Roy Hibbert,C,425.0,382.0,1,Georgetown,2005-06,8.0,1.9,45.0,12.8,227.0,18.7,0.621,25.5,5.7,2008,11.575757575757576,0.5896414342629482,0.5896414342629482,0.0,0.7226890756241791,6.878787878787879,1.3333333333333333,0.24242424242424243,1.6363636363636365
946,1.0,167.0,31.3,5.0,0.3,7.4,SO,SEC,2.9,97.9,172.0,14.8,2.6,0.511,147.0,129.0,239.0,18.0,66.0,305.0,68.0,119.0,34.0,1054.0,4.1,114.1,37.0,6.0,1.4,21.2,70.0,21,Rajon Rondo,G,425.0,380.0,1,Kentucky,2005-06,69.0,1.9,79.0,17.9,209.0,11.4,0.526,21.1,4.0,2006,11.176470588235293,0.4819672131147541,0.5397489539748954,0.27272727272314046,0.5714285714237695,6.147058823529412,4.911764705882353,2.0294117647058822,0.14705882352941177
971,1.0,61.0,14.4,48.0,3.9,7.4,SO,SEC,2.9,97.9,152.0,14.8,2.7,0.648,149.0,149.0,230.0,0.0,0.0,230.0,73.0,117.0,33.0,866.0,4.1,114.1,72.0,6.0,3.0,21.2,76.0,30,David Lee,F,425.0,371.0,1,Florida,2002-03,24.0,1.9,61.0,17.6,224.0,15.3,0.65,20.7,5.7,2005,11.242424242424242,0.6478260869565218,0.6478260869565218,0.0,0.6239316239262912,6.787878787878788,1.8484848484848484,0.7272727272727273,1.4545454545454546
989,1.0,112.0,23.3,34.0,4.1,7.4,SO,Big Ten,2.9,89.7,205.0,24.6,2.3,0.528,139.0,137.0,249.0,2.0,16.0,265.0,86.0,128.0,37.0,945.0,4.1,117.6,81.0,10.4,2.8,24.9,111.0,35,Draymond Green,F,392.0,366.0,2,Michigan State,2009-10,45.0,2.9,62.0,16.0,286.0,17.7,0.562,20.7,5.1,2012,9.891891891891891,0.5245283018867924,0.5502008032128514,0.1249999999921875,0.6718749999947511,7.72972972972973,3.027027027027027,1.2162162162162162,0.918918918918919
1019,1.0,89.0,21.3,6.0,0.6,7.4,FR,Big Sky,2.9,97.9,111.0,14.8,0.6,0.524,119.0,70.0,143.0,49.0,131.0,274.0,69.0,82.0,31.0,911.0,4.1,114.1,9.0,6.0,2.0,21.2,78.0,6,Damian Lillard,G,425.0,356.0,1,Weber State,2008-09,33.0,1.9,70.0,18.3,120.0,8.3,0.569,22.8,2.6,2012,11.483870967741936,0.4343065693430657,0.48951048951048953,0.3740458015238623,0.8414634146238845,3.870967741935484,2.870967741935484,1.064516129032258,0.1935483870967742
1087,1.0,58.0,16.1,9.0,1.0,7.4,JR,Pac-10,2.9,97.9,75.0,14.8,1.2,0.58,131.0,124.0,212.0,7.0,20.0,232.0,63.0,85.0,26.0,629.0,4.1,114.1,54.0,6.0,2.0,21.2,50.0,6,Brandon Roy,G,425.0,332.0,1,Washington,2004-05,16.0,1.9,40.0,12.8,129.0,11.7,0.609,22.3,3.2,2006,12.76923076923077,0.5646551724137931,0.5849056603773585,0.3499999999825,0.7411764705795155,4.961538461538462,2.230769230769231,0.6153846153846154,0.34615384615384615
1191,1.0,15.0,12.7,44.0,1.8,7.4,FR,Big 12,2.9,97.9,144.0,14.8,2.8,0.617,113.0,113.0,183.0,0.0,0.0,183.0,52.0,119.0,35.0,703.0,4.1,114.1,66.0,6.0,1.6,21.2,67.0,35,DeAndre Jordan,C,425.0,278.0,2,Texas A&M,2007-08,7.0,1.9,57.0,19.2,210.0,11.0,0.58,22.9,4.4,2008,7.942857142857143,0.6174863387978142,0.6174863387978142,0.0,0.4369747899122943,6.0,0.42857142857142855,0.2,1.2571428571428571
1201,1.0,118.0,25.8,8.0,0.7,7.4,FR,SEC,2.9,97.9,77.0,14.8,2.5,0.535,102.0,92.0,167.0,10.0,33.0,200.0,60.0,103.0,34.0,854.0,4.1,114.1,20.0,6.0,1.3,21.2,63.0,21,Rajon Rondo,G,425.0,274.0,1,Kentucky,2004-05,87.0,1.9,69.0,21.7,97.0,6.6,0.55,18.7,3.8,2006,8.058823529411764,0.51,0.5508982035928144,0.30303030302112033,0.5825242718390046,2.8529411764705883,3.4705882352941178,2.5588235294117645,0.23529411764705882
1272,1.0,28.0,10.5,7.0,1.5,6.6,FR,Big Ten,2.7,101.1,68.0,14.8,0.8,0.5710000000000001,88.0,80.0,135.0,8.0,26.0,161.0,52.0,85.0,32.0,576.0,3.9,110.6,51.0,10.9,1.3,21.5,69.0,2,Victor Oladipo,G,233.0,236.0,1,Indiana,2010-11,34.0,3.6,44.0,17.9,119.0,12.8,0.586,22.5,2.1,2013,7.375,0.546583850931677,0.5925925925925926,0.3076923076804734,0.6117647058751556,3.71875,0.875,1.0625,0.21875
1335,1.0,145.0,28.6,5.0,0.4,7.4,FR,Big Ten,2.9,97.9,80.0,14.8,1.9,0.506,75.0,47.0,97.0,28.0,79.0,176.0,24.0,45.0,32.0,868.0,4.1,114.1,15.0,6.0,0.6,21.2,76.0,3,Deron Williams,G,425.0,202.0,1,Illinois,2002-03,46.0,1.9,59.0,23.0,95.0,6.4,0.512,15.1,2.5,2005,6.3125,0.42613636363636365,0.4845360824742268,0.354430379742349,0.5333333333214815,2.96875,4.53125,1.4375,0.15625
1342,1.0,47.0,29.8,6.0,1.8,14.3,FR,ACC,3.5,92.7,31.0,10.6,0.6,0.615,55.0,37.0,65.0,18.0,39.0,104.0,64.0,71.0,11.0,303.0,10.8,135.1,6.0,2.3,1.8,32.5,23.0,1,Kyrie Irving,G,189.0,192.0,1,Duke,2010-11,16.0,3.0,27.0,16.4,37.0,6.7,0.6970000000000001,26.4,2.4,2011,17.454545454545453,0.5288461538461539,0.5692307692307692,0.46153846152662725,0.9014084506915294,3.3636363636363638,4.2727272727272725,1.4545454545454546,0.5454545454545454
1366,1.0,28.0,6.7,51.0,5.2,7.4,FR,SEC,2.9,97.9,137.0,14.8,2.7,0.48,61.0,61.0,127.0,0.0,0.0,127.0,57.0,98.0,32.0,730.0,4.1,114.1,72.0,6.0,0.5,21.2,79.0,3,Al Horford,F,425.0,179.0,1,Florida,2004-05,26.0,1.9,31.0,15.2,209.0,16.9,0.516,14.3,3.2,2007,5.59375,0.48031496062992124,0.48031496062992124,0.0,0.5816326530552894,6.53125,0.875,0.8125,1.59375
1372,1.0,33.0,27.3,2.0,0.8,5.4,JR,Big Sky,-1.1,100.8,32.0,13.2,0.4,0.522,49.0,30.0,57.0,19.0,55.0,112.0,60.0,70.0,10.0,285.0,6.5,116.6,6.0,2.7,1.2,28.1,23.0,6,Damian Lillard,G,172.0,177.0,1,Weber State,2010-11,14.0,3.0,28.0,16.2,38.0,8.1,0.609,32.5,1.6,2012,17.7,0.4375,0.5263157894736842,0.3454545454482645,0.8571428571306122,3.8,3.3,1.4,0.2
1388,1.0,30.0,13.2,40.0,6.2,7.4,FR,Big East,2.9,97.9,65.0,14.8,1.1,0.469,60.0,60.0,128.0,0.0,0.0,128.0,43.0,65.0,32.0,507.0,4.1,114.1,46.0,6.0,0.5,21.2,73.0,17,Roy Hibbert,C,425.0,163.0,1,Georgetown,2004-05,11.0,1.9,58.0,26.7,111.0,14.0,0.513,24.1,1.6,2008,5.09375,0.46875,0.46875,0.0,0.661538461528284,3.46875,0.9375,0.34375,1.25
1394,1.0,14.0,8.0,24.0,4.5,7.4,FR,Big 12,2.9,97.9,52.0,14.8,1.2,0.6629999999999999,57.0,57.0,86.0,0.0,0.0,86.0,44.0,67.0,16.0,355.0,4.1,114.1,43.0,6.0,1.3,21.2,49.0,2,LaMarcus Aldridge,F,425.0,158.0,1,Texas,2004-05,17.0,1.9,28.0,19.2,95.0,14.6,0.67,20.0,2.5,2006,9.875,0.6627906976744186,0.6627906976744186,0.0,0.6567164179006459,5.9375,0.875,1.0625,1.5
1439,1.0,31.0,14.0,9.0,1.8,7.4,FR,Big Ten,2.9,97.9,83.0,14.8,1.5,0.556,45.0,45.0,80.0,0.0,1.0,81.0,32.0,52.0,37.0,422.0,4.1,114.1,39.0,6.0,0.7,21.2,66.0,35,Draymond Green,F,425.0,122.0,2,Michigan State,2008-09,21.0,1.9,24.0,18.5,122.0,16.8,0.5770000000000001,15.2,2.2,2012,3.2972972972972974,0.5555555555555556,0.5625,0.0,0.6153846153727811,3.2972972972972974,0.8378378378378378,0.5675675675675675,0.24324324324324326
1440,1.0,24.0,12.7,1.0,1.8,7.4,FR,Pac-10,2.9,97.9,20.0,14.8,0.6,0.5,48.0,39.0,83.0,9.0,22.0,105.0,17.0,31.0,36.0,325.0,4.1,114.1,8.0,6.0,0.3,21.2,35.0,4,Russell Westbrook,G,425.0,122.0,1,UCLA,2006-07,14.0,1.9,25.0,17.3,28.0,11.0,0.51,22.9,0.9,2008,3.388888888888889,0.45714285714285713,0.46987951807228917,0.40909090907231405,0.5483870967565037,0.7777777777777778,0.6666666666666666,0.3888888888888889,0.027777777777777776
1464,1.0,15.0,10.5,19.0,5.1,7.4,FR,SEC,2.9,97.9,48.0,14.8,0.9,0.6,36.0,36.0,60.0,0.0,0.0,60.0,30.0,52.0,29.0,273.0,4.1,114.1,24.0,6.0,0.7,21.2,46.0,9,Joakim Noah,C,425.0,102.0,1,Florida,2004-05,6.0,1.9,17.0,16.7,72.0,15.5,0.602,19.0,1.6,2007,3.5172413793103448,0.6,0.6,0.0,0.5769230769119823,2.4827586206896552,0.5172413793103449,0.20689655172413793,0.6551724137931034
1491,1.0,13.0,11.2,3.0,0.9,7.4,FR,Pac-10,2.9,97.9,22.0,14.8,0.3,0.508,30.0,29.0,50.0,1.0,10.0,60.0,18.0,37.0,13.0,224.0,4.1,114.1,16.0,6.0,0.2,21.2,16.0,6,Brandon Roy,G,425.0,79.0,1,Washington,2002-03,4.0,1.9,18.0,18.8,38.0,9.6,0.509,20.0,0.5,2006,6.076923076923077,0.5,0.58,0.09999999999,0.48648648647333825,2.923076923076923,1.0,0.3076923076923077,0.23076923076923078
0,0.0,130.0,12.7,16.0,1.8,7.4,,,2.9,97.9,101.0,14.8,2.8,0.5670000000000001,232.0,143.0,269.0,89.0,219.0,488.0,88.0,125.0,37.0,1241.0,4.1,114.1,38.0,6.0,3.5,21.2,78.0,7,Kirk Hinrich,,425.0,641.0,1,,,69.0,1.9,83.0,13.2,139.0,11.0,0.586,22.9,6.3,2003,17.324324324324323,0.47540983606557374,0.5315985130111525,0.4063926940620713,0.703999999994368,3.7567567567567566,3.5135135135135136,1.864864864864865,0.43243243243243246
1,0.0,254.0,12.7,5.0,1.8,7.4,,,2.9,97.9,107.0,14.8,3.0,0.423,159.0,141.0,329.0,18.0,68.0,397.0,159.0,194.0,33.0,1110.0,4.1,114.1,21.0,6.0,1.3,21.2,83.0,8,T.J. Ford,,425.0,495.0,1,,,66.0,1.9,107.0,17.9,128.0,11.0,0.506,22.9,4.3,2003,15.0,0.4005037783375315,0.42857142857142855,0.2647058823490484,0.8195876288617547,3.878787878787879,7.696969696969697,2.0,0.15151515151515152
2,0.0,66.0,14.9,109.0,7.0,7.4,,,2.9,97.9,215.0,14.8,4.9,0.547,264.0,264.0,480.0,0.0,3.0,483.0,248.0,336.0,34.0,1100.0,4.1,114.1,137.0,6.0,4.8,21.2,95.0,9,Mike Sweetney,,425.0,776.0,1,,,50.0,1.9,71.0,9.9,352.0,17.2,0.604,29.8,9.8,2003,22.823529411764707,0.546583850931677,0.55,0.0,0.7380952380930415,10.352941176470589,1.9411764705882353,1.4705882352941178,3.2058823529411766
3,0.0,54.0,12.6,12.0,0.9,7.4,,,2.9,97.9,85.0,14.8,1.1,0.5760000000000001,185.0,131.0,241.0,54.0,127.0,368.0,69.0,88.0,27.0,872.0,4.1,114.1,34.0,6.0,2.9,21.2,64.0,10,Jarvis Hayes,,425.0,493.0,1,,,31.0,1.9,38.0,8.5,119.0,7.5,0.602,25.0,4.0,2003,18.25925925925926,0.5027173913043478,0.5435684647302904,0.42519685039035277,0.784090909081999,4.407407407407407,2.0,1.1481481481481481,0.4444444444444444
4,0.0,84.0,12.7,74.0,1.8,7.4,,,2.9,97.9,255.0,14.8,5.4,0.5670000000000001,281.0,268.0,469.0,13.0,38.0,507.0,127.0,200.0,38.0,1232.0,4.1,114.1,125.0,6.0,3.8,21.2,95.0,12,Nick Collison,,425.0,702.0,1,,,44.0,1.9,92.0,13.3,380.0,11.0,0.583,22.9,9.1,2003,18.473684210526315,0.5542406311637081,0.5714285714285714,0.342105263148892,0.634999999996825,10.0,2.210526315789474,1.1578947368421053,1.9473684210526316
5,0.0,218.0,35.1,2.0,0.1,7.4,,,2.9,97.9,92.0,14.8,1.5,0.518,203.0,122.0,258.0,81.0,212.0,470.0,162.0,184.0,33.0,1169.0,4.1,114.1,20.0,6.0,3.5,21.2,77.0,14,Luke Ridnour,,425.0,649.0,1,,,63.0,1.9,129.0,18.8,112.0,5.3,0.5820000000000001,27.1,5.0,2003,19.666666666666668,0.4319148936170213,0.4728682170542636,0.382075471696311,0.8804347826039107,3.393939393939394,6.606060606060606,1.9090909090909092,0.06060606060606061
6,0.0,159.0,12.7,4.0,1.8,7.4,,,2.9,97.9,76.0,14.8,1.9,0.56,177.0,102.0,191.0,75.0,192.0,383.0,145.0,197.0,32.0,1030.0,4.1,114.1,18.0,6.0,3.5,21.2,82.0,15,Reece Gaines,,425.0,574.0,1,,,55.0,1.9,95.0,16.6,94.0,11.0,0.602,22.9,5.5,2003,17.9375,0.4621409921671018,0.5340314136125655,0.3906249999979655,0.7360406091333196,2.9375,4.96875,1.71875,0.125
7,0.0,115.0,12.7,6.0,1.8,7.4,,,2.9,97.9,94.0,14.8,1.3,0.545,224.0,118.0,244.0,106.0,264.0,508.0,227.0,268.0,31.0,1198.0,4.1,114.1,48.0,6.0,4.9,21.2,66.0,16,Troy Bell,,425.0,781.0,1,,,70.0,1.9,79.0,11.1,142.0,11.0,0.615,22.9,6.2,2003,25.193548387096776,0.4409448818897638,0.48360655737704916,0.40151515151363065,0.8470149253699738,4.580645161290323,3.7096774193548385,2.2580645161290325,0.1935483870967742
8,0.0,29.0,6.0,18.0,1.2,7.4,,,2.9,97.9,134.0,14.8,2.0,0.526,198.0,151.0,303.0,47.0,118.0,421.0,140.0,187.0,33.0,1014.0,4.1,114.1,46.0,6.0,2.8,21.2,101.0,20,Dahntay Jones,,425.0,583.0,1,,,38.0,1.9,63.0,11.0,180.0,10.0,0.5720000000000001,26.2,4.8,2003,17.666666666666668,0.47030878859857483,0.49834983498349833,0.39830508474238724,0.7486631016002746,5.454545454545454,0.8787878787878788,1.1515151515151516,0.5454545454545454
9,0.0,60.0,14.0,13.0,1.0,7.4,,,2.9,97.9,183.0,14.8,2.3,0.511,202.0,175.0,333.0,27.0,89.0,422.0,168.0,205.0,30.0,940.0,4.1,114.1,44.0,6.0,3.3,21.2,88.0,24,Brian Cook,,425.0,599.0,1,,,20.0,1.9,83.0,13.8,227.0,14.2,0.5770000000000001,32.8,5.6,2003,19.966666666666665,0.4786729857819905,0.5255255255255256,0.30337078651344523,0.8195121951179536,7.566666666666666,2.0,0.6666666666666666,0.43333333333333335
10,0.0,59.0,12.0,0.0,0.0,7.4,,,2.9,97.9,99.0,14.8,0.4,0.5429999999999999,171.0,107.0,213.0,64.0,161.0,374.0,81.0,92.0,29.0,969.0,4.1,114.1,52.0,6.0,2.5,21.2,65.0,31,Jason Kapono,,425.0,487.0,2,,,17.0,1.9,61.0,12.7,151.0,8.7,0.583,23.3,2.9,2003,16.79310344827586,0.4572192513368984,0.5023474178403756,0.39751552794784156,0.8804347825991257,5.206896551724138,2.0344827586206895,0.5862068965517241,0.0
11,0.0,142.0,30.2,7.0,0.6,7.4,,,2.9,97.9,117.0,14.8,2.0,0.475,107.0,79.0,182.0,28.0,73.0,255.0,59.0,87.0,28.0,772.0,4.1,114.1,40.0,6.0,0.7,21.2,56.0,32,Luke Walton,,425.0,301.0,2,,,26.0,1.9,78.0,20.8,157.0,10.4,0.508,21.4,2.7,2003,10.75,0.4196078431372549,0.4340659340659341,0.3835616438303622,0.678160919532435,5.607142857142857,5.071428571428571,0.9285714285714286,0.25
12,0.0,30.0,12.7,17.0,1.8,7.4,,,2.9,97.9,126.0,14.8,2.2,0.5429999999999999,149.0,144.0,267.0,5.0,12.0,279.0,85.0,128.0,25.0,823.0,4.1,114.1,66.0,6.0,2.2,21.2,49.0,36,Mario Austin,,425.0,388.0,2,,,27.0,1.9,61.0,15.2,192.0,11.0,0.5710000000000001,22.9,4.4,2003,15.52,0.5340501792114696,0.5393258426966292,0.41666666663194446,0.664062499994812,7.68,1.2,1.08,0.68
13,0.0,221.0,36.0,5.0,0.3,7.4,,,2.9,97.9,92.0,14.8,2.1,0.531,114.0,50.0,121.0,64.0,154.0,275.0,68.0,83.0,31.0,1009.0,4.1,114.1,22.0,6.0,2.0,21.2,54.0,38,Steve Blake,,425.0,360.0,2,,,50.0,1.9,99.0,23.9,114.0,5.9,0.5720000000000001,19.1,4.1,2003,11.612903225806452,0.41454545454545455,0.4132231404958678,0.415584415581717,0.8192771084238641,3.6774193548387095,7.129032258064516,1.6129032258064515,0.16129032258064516
14,0.0,171.0,12.7,26.0,1.8,7.4,,,2.9,97.9,105.0,14.8,3.1,0.512,99.0,84.0,156.0,15.0,52.0,208.0,63.0,97.0,31.0,1024.0,4.1,114.1,25.0,6.0,1.4,21.2,64.0,40,Derrick Zimmerman,,425.0,276.0,2,,,58.0,1.9,105.0,29.2,130.0,11.0,0.5429999999999999,22.9,4.5,2003,8.903225806451612,0.47596153846153844,0.5384615384615384,0.28846153845599115,0.6494845360757785,4.193548387096774,5.516129032258065,1.8709677419354838,0.8387096774193549
15,0.0,75.0,17.2,13.0,1.0,7.4,,,2.9,97.9,116.0,14.8,2.0,0.527,244.0,207.0,399.0,37.0,99.0,498.0,153.0,190.0,30.0,1021.0,4.1,114.1,32.0,6.0,3.8,21.2,71.0,41,Willie Green,,425.0,678.0,2,,,40.0,1.9,68.0,10.4,148.0,9.0,0.5760000000000001,33.7,5.8,2003,22.6,0.4899598393574297,0.518796992481203,0.3737373737335986,0.8052631578904986,4.933333333333334,2.5,1.3333333333333333,0.43333333333333335
16,0.0,98.0,12.7,4.0,1.8,7.4,,,2.9,97.9,97.0,14.8,1.9,0.551,194.0,114.0,216.0,80.0,209.0,425.0,96.0,130.0,36.0,1068.0,4.1,114.1,41.0,6.0,3.2,21.2,60.0,43,Keith Bogans,,425.0,564.0,2,,,42.0,1.9,78.0,13.8,138.0,11.0,0.579,22.9,5.0,2003,15.666666666666666,0.45647058823529413,0.5277777777777778,0.38277511961539346,0.738461538455858,3.8333333333333335,2.7222222222222223,1.1666666666666667,0.1111111111111111
17,0.0,49.0,9.7,20.0,1.4,7.4,,,2.9,97.9,131.0,14.8,2.0,0.598,182.0,119.0,224.0,63.0,133.0,357.0,74.0,101.0,33.0,1037.0,4.1,114.1,70.0,6.0,3.5,21.2,70.0,45,Matt Bonner,,425.0,501.0,2,,,35.0,1.9,54.0,11.8,201.0,11.4,0.619,22.9,5.5,2003,15.181818181818182,0.5098039215686274,0.53125,0.4736842105227543,0.7326732673194785,6.090909090909091,1.4848484848484849,1.0606060606060606,0.6060606060606061
