,player,class,season,pos,school_name,conf_abbr,g,mp,fg,fga,fg2,fg2a,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,obpm,dbpm,bpm,ts_pct,efg_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,ows,dws,ws,pprod,year_drafted,round,pick_overall,allStar,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
1000,Gorgui Dieng,SO,2011-12,C,Louisville,Big East,40.0,1312.0,145,276,144,274,1,2,73,108,138.0,225.0,363,42,47,128,80.0,132.0,364,19.9,0.8,10.3,11.1,0.556,0.527,11.7,19.7,15.7,6.6,2.1,10.4,19.6,15.5,106.9,85.8,1.8,3.6,5.4,375.0,2013,1,21,0,9.1,0.5253623188405797,0.5255474452554745,0.49999999975,0.6759259259196674,9.075,1.05,1.175,3.2
704,Solomon Hill,JR,2011-12,F,Arizona,Pac-12,35.0,1134.0,151,302,114,207,37,95,113,156,76.0,195.0,271,91,36,18,86.0,91.0,452,21.4,4.4,3.6,8.0,0.601,0.561,8.3,20.9,14.6,18.6,1.9,1.6,18.6,21.8,113.9,94.2,3.0,2.2,5.2,459.0,2013,1,23,0,12.914285714285715,0.5,0.5507246376811594,0.3894736842064266,0.724358974354331,7.742857142857143,2.6,1.0285714285714285,0.5142857142857142
960,Jake Layman,SO,2013-14,F,Maryland,ACC,32.0,1016.0,125,312,64,145,61,167,64,89,41.0,118.0,159,30,34,27,37.0,66.0,375,16.0,3.0,3.3,6.3,0.529,0.498,4.6,13.1,8.8,6.0,2.0,2.9,9.5,19.4,112.1,100.1,1.7,1.7,3.4,343.0,2016,2,47,0,11.71875,0.40064102564102566,0.4413793103448276,0.3652694610756571,0.7191011235874258,4.96875,0.9375,1.0625,0.84375
1147,Luke Walton,SR,2002-03,F,Arizona,Pac-10,28.0,772.0,107,255,79,182,28,73,59,87,40.0,117.0,157,142,26,7,78.0,56.0,301,21.2,4.1,2.9,7.4,0.508,0.475,6.0,14.8,10.4,30.2,1.9,0.6,20.8,21.4,114.1,97.9,0.7,2.0,2.7,425.0,2003,2,32,0,10.75,0.4196078431372549,0.4340659340659341,0.3835616438303622,0.678160919532435,5.607142857142857,5.071428571428571,0.9285714285714286,0.25
216,Elliot Williams,SO,2009-10,G,Memphis,CUSA,34.0,1133.0,178,388,118,224,60,164,194,256,25.0,110.0,135,128,45,4,100.0,69.0,610,23.6,4.1,2.9,7.4,0.599,0.536,2.7,11.3,7.1,24.0,2.4,0.4,16.4,27.7,116.7,101.2,4.1,1.5,5.6,598.0,2010,1,22,0,17.941176470588236,0.4587628865979381,0.5267857142857143,0.3658536585343546,0.7578124999970398,3.9705882352941178,3.764705882352941,1.3235294117647058,0.11764705882352941
378,James Ennis,SR,2012-13,G,Cal State Long Beach,Big West,33.0,1093.0,182,371,127,217,55,154,126,151,65.0,156.0,221,70,58,43,99.0,75.0,545,25.3,5.6,2.0,7.5,0.616,0.565,6.9,17.0,11.9,14.4,3.1,4.2,18.3,24.9,114.2,100.7,3.4,1.4,4.7,517.0,2013,2,50,0,16.515151515151516,0.49056603773584906,0.5852534562211982,0.35714285714053806,0.8344370860871893,6.696969696969697,2.121212121212121,1.7575757575757576,1.303030303030303
1317,Darnell Jackson,JR,2006-07,F,Kansas,Big 12,38.0,583.0,71,129,71,129,0,0,67,102,76.0,117.0,193,13,16,21,39.0,66.0,209,21.2,4.1,2.9,7.4,0.589,0.55,6.0,14.8,18.4,3.7,1.9,2.6,18.0,18.0,114.1,97.9,1.2,2.1,3.3,425.0,2008,2,52,0,5.5,0.5503875968992248,0.5503875968992248,0.0,0.6568627450915994,5.078947368421052,0.34210526315789475,0.42105263157894735,0.5526315789473685
878,PJ Washington,FR,2017-18,F,Kentucky,SEC,37.0,1012.0,135,260,130,239,5,21,126,208,67.0,144.0,211,57,28,31,71.0,100.0,401,17.8,2.7,4.2,6.9,0.5589999999999999,0.529,7.9,14.8,11.6,10.5,1.6,3.5,16.5,20.8,110.1,101.0,1.8,1.6,3.4,401.0,2019,1,12,0,10.837837837837839,0.5192307692307693,0.5439330543933054,0.23809523808390023,0.6057692307663185,5.702702702702703,1.5405405405405406,0.7567567567567568,0.8378378378378378
1059,Ronnie Brewer,FR,2003-04,G,Arkansas,SEC,28.0,907.0,125,260,108,196,17,64,74,129,59.0,94.0,153,94,57,20,72.0,47.0,341,21.2,4.1,2.9,7.4,0.531,0.513,6.0,14.8,9.6,22.4,1.9,1.6,18.3,21.4,114.1,97.9,1.3,2.1,3.4,425.0,2006,1,14,0,12.178571428571429,0.4807692307692308,0.5510204081632653,0.2656249999958496,0.5736434108482664,5.464285714285714,3.357142857142857,2.0357142857142856,0.7142857142857143
998,Isaiah Cousins,SO,2013-14,G,Oklahoma,Big 12,33.0,975.0,124,281,86,187,38,94,78,97,51.0,89.0,140,70,40,11,53.0,95.0,364,15.8,4.0,2.5,6.6,0.556,0.509,5.7,10.0,7.9,13.0,2.3,1.2,13.9,18.6,114.7,107.3,1.9,1.0,2.9,366.0,2016,2,59,0,11.030303030303031,0.4412811387900356,0.45989304812834225,0.4042553191446356,0.8041237113319162,4.242424242424242,2.121212121212121,1.2121212121212122,0.3333333333333333
1417,Dylan Windler,FR,2015-16,G,Belmont,OVC,32.0,590.0,49,99,38,53,11,46,30,45,40.0,105.0,145,29,20,19,33.0,70.0,139,13.1,0.4,2.2,2.6,0.5770000000000001,0.551,8.4,19.0,14.1,7.8,1.9,3.2,21.4,12.9,110.3,104.1,0.7,0.7,1.5,159.0,2019,1,26,0,4.34375,0.494949494949495,0.7169811320754716,0.23913043477741022,0.6666666666518519,4.53125,0.90625,0.625,0.59375
723,Jackson Vroman,SR,2003-04,F,Iowa State,Big 12,32.0,983.0,186,330,185,323,1,7,72,142,118.0,189.0,307,75,46,22,101.0,112.0,445,21.2,4.1,2.9,7.4,0.56,0.565,6.0,14.8,17.1,15.1,1.9,1.5,20.3,24.1,114.1,97.9,2.1,2.0,4.1,425.0,2004,2,31,0,13.90625,0.5636363636363636,0.5727554179566563,0.1428571428367347,0.507042253517556,9.59375,2.34375,1.4375,0.6875
1065,Cameron Bairstow,JR,2012-13,F,New Mexico,MWC,35.0,844.0,108,237,108,237,0,0,124,168,76.0,132.0,208,31,24,21,43.0,84.0,340,20.3,1.4,3.6,5.0,0.537,0.456,11.1,19.5,15.3,8.8,1.8,3.0,12.0,23.0,111.9,93.4,2.2,1.6,3.8,340.0,2014,2,49,0,9.714285714285714,0.45569620253164556,0.45569620253164556,0.0,0.7380952380908448,5.942857142857143,0.8857142857142857,0.6857142857142857,0.6
880,Robbie Hummel,SO,2008-09,F,Purdue,Big Ten,32.0,944.0,135,308,76,153,59,155,71,94,53.0,170.0,223,62,36,20,32.0,78.0,400,21.2,4.1,2.9,7.4,0.5670000000000001,0.534,6.0,14.8,13.8,14.0,1.9,1.7,8.3,21.6,114.1,97.9,2.3,3.0,5.3,425.0,2012,2,58,0,12.5,0.4383116883116883,0.49673202614379086,0.38064516128786685,0.7553191489281349,6.96875,1.9375,1.125,0.625
1044,Justin Jackson,FR,2016-17,F,Maryland,Big Ten,33.0,919.0,117,267,71,162,46,105,67,96,58.0,141.0,199,31,29,26,54.0,72.0,347,17.0,2.1,3.0,5.1,0.555,0.524,7.4,16.9,12.3,6.8,1.9,2.9,14.7,20.2,108.4,98.6,1.4,1.6,3.1,327.0,2018,2,43,0,10.515151515151516,0.43820224719101125,0.4382716049382716,0.43809523809106576,0.6979166666593967,6.03030303030303,0.9393939393939394,0.8787878787878788,0.7878787878787878
638,Alando Tucker,JR,2004-05,G,Wisconsin,Big Ten,31.0,983.0,162,334,139,261,23,73,125,183,68.0,121.0,189,52,22,2,60.0,40.0,472,21.2,4.1,2.9,7.4,0.561,0.519,6.0,14.8,11.7,12.8,1.9,0.2,12.5,26.6,114.1,97.9,2.5,1.8,4.3,425.0,2007,1,29,0,15.225806451612904,0.48502994011976047,0.5325670498084292,0.3150684931463689,0.683060109285885,6.096774193548387,1.6774193548387097,0.7096774193548387,0.06451612903225806
816,Jeff Green,FR,2004-05,F,Georgetown,Big East,32.0,1083.0,146,291,122,231,24,60,102,146,87.0,125.0,212,93,31,52,79.0,93.0,418,21.2,4.1,2.9,7.4,0.58,0.5429999999999999,6.0,14.8,12.5,19.8,1.9,3.8,18.0,22.8,114.1,97.9,2.7,1.9,4.6,425.0,2007,1,5,0,13.0625,0.5017182130584192,0.5281385281385281,0.39999999999333335,0.6986301369815163,6.625,2.90625,0.96875,1.625
384,Tim Pickett,SR,2003-04,G,Florida State,ACC,33.0,985.0,185,426,75,156,110,270,63,83,33.0,116.0,149,69,82,12,79.0,83.0,543,21.2,4.1,2.9,7.4,0.583,0.563,6.0,14.8,11.0,12.7,1.9,1.8,14.5,22.9,114.1,97.9,3.2,2.0,5.3,425.0,2004,2,44,0,16.454545454545453,0.43427230046948356,0.4807692307692308,0.4074074074058985,0.7590361445691682,4.515151515151516,2.090909090909091,2.484848484848485,0.36363636363636365
1304,Ben Bentil,FR,2014-15,F,Providence,Big East,34.0,730.0,75,172,66,142,9,30,57,82,79.0,87.0,166,21,9,12,40.0,89.0,216,13.5,1.1,1.4,2.5,0.512,0.462,12.7,14.2,13.4,5.7,0.8,2.0,15.9,17.7,106.7,103.6,1.1,0.8,1.9,227.0,2016,2,51,0,6.352941176470588,0.436046511627907,0.4647887323943662,0.29999999999,0.695121951211035,4.882352941176471,0.6176470588235294,0.2647058823529412,0.35294117647058826
702,Rickey Paulding,SR,2003-04,G,Missouri,Big 12,30.0,1051.0,144,363,90,205,54,158,111,141,56.0,73.0,129,84,31,12,78.0,58.0,453,21.2,4.1,2.9,7.4,0.527,0.471,6.0,14.8,11.0,12.7,1.9,1.8,15.4,22.9,114.1,97.9,1.5,1.0,2.5,425.0,2004,2,54,0,15.1,0.39669421487603307,0.43902439024390244,0.34177215189657106,0.7872340425476083,4.3,2.8,1.0333333333333334,0.4
481,Jeff Withey,SR,2012-13,C,Kansas,Big 12,37.0,1144.0,185,318,184,317,1,1,137,192,79.0,236.0,315,35,28,146,73.0,77.0,508,27.2,2.7,9.9,12.6,0.621,0.583,8.8,22.3,16.1,6.2,1.4,13.7,15.1,21.5,117.8,84.2,3.4,3.2,6.6,467.0,2013,2,39,0,13.72972972972973,0.5817610062893082,0.580441640378549,0.9999999989999999,0.7135416666629504,8.513513513513514,0.9459459459459459,0.7567567567567568,3.945945945945946
696,C.J. Wilcox,SO,2011-12,G,Washington,Pac-12,32.0,912.0,152,348,79,167,73,181,78,93,26.0,82.0,108,39,29,20,40.0,63.0,455,20.6,5.7,0.6,6.3,0.58,0.542,3.0,10.6,6.6,8.2,1.8,2.2,9.3,22.3,122.8,102.2,3.0,1.1,4.1,395.0,2014,1,28,0,14.21875,0.4367816091954023,0.47305389221556887,0.4033149171248436,0.8387096774103364,3.375,1.21875,0.90625,0.625
228,Matt Freije,SR,2003-04,F,Vanderbilt,SEC,33.0,985.0,185,446,123,272,62,174,175,222,66.0,112.0,178,30,23,21,34.0,53.0,607,21.2,4.1,2.9,7.4,0.55,0.484,6.0,14.8,10.5,6.8,1.9,1.6,5.8,30.2,114.1,97.9,2.7,1.9,4.6,425.0,2004,2,53,0,18.393939393939394,0.4147982062780269,0.4522058823529412,0.356321839078412,0.7882882882847375,5.393939393939394,0.9090909090909091,0.696969696969697,0.6363636363636364
195,Craig Smith,FR,2002-03,F,Boston College,Big East,31.0,989.0,241,400,238,385,3,15,132,194,100.0,146.0,246,41,27,28,74.0,106.0,617,21.2,4.1,2.9,7.4,0.627,0.606,6.0,14.8,11.0,12.7,1.9,1.8,13.1,22.9,114.1,97.9,4.0,1.6,5.6,425.0,2006,2,36,0,19.903225806451612,0.6025,0.6181818181818182,0.19999999998666668,0.6804123711305133,7.935483870967742,1.3225806451612903,0.8709677419354839,0.9032258064516129
647,Terrence Jones,SO,2011-12,F,Kentucky,SEC,38.0,1115.0,177,354,161,305,16,49,99,158,96.0,176.0,272,51,49,68,62.0,91.0,469,24.3,4.7,5.7,10.4,0.547,0.523,10.7,17.5,14.3,8.7,2.7,5.8,12.6,22.4,115.3,88.9,3.1,2.7,5.8,465.0,2012,1,18,0,12.342105263157896,0.5,0.5278688524590164,0.3265306122382341,0.626582278477047,7.157894736842105,1.3421052631578947,1.2894736842105263,1.7894736842105263
424,Armon Johnson,SO,2008-09,G,Nevada,WAC,34.0,1097.0,193,448,168,358,25,90,116,147,27.0,95.0,122,145,30,6,84.0,42.0,527,21.2,4.1,2.9,7.4,0.509,0.459,6.0,14.8,11.0,12.7,1.9,1.8,14.0,22.9,114.1,97.9,1.5,1.7,3.2,425.0,2010,2,34,0,15.5,0.43080357142857145,0.4692737430167598,0.27777777777469137,0.7891156462531353,3.588235294117647,4.264705882352941,0.8823529411764706,0.17647058823529413
266,Ronnie Brewer,JR,2005-06,G,Arkansas,SEC,32.0,1112.0,197,447,146,296,51,151,144,192,39.0,115.0,154,104,83,15,70.0,46.0,589,21.2,4.1,2.9,7.4,0.547,0.498,6.0,14.8,8.0,19.7,1.9,1.0,11.5,27.1,114.1,97.9,2.6,2.7,5.3,425.0,2006,1,14,0,18.40625,0.4407158836689038,0.49324324324324326,0.3377483443686242,0.7499999999960938,4.8125,3.25,2.59375,0.46875
823,Rashad Wright,SR,2003-04,G,Georgia,SEC,29.0,1077.0,134,316,67,147,67,169,82,120,12.0,73.0,85,88,53,13,63.0,53.0,417,21.2,4.1,2.9,7.4,0.5589999999999999,0.53,6.0,14.8,4.8,19.4,1.9,0.9,14.4,20.9,114.1,97.9,2.2,1.2,3.4,425.0,2004,2,59,0,14.379310344827585,0.4240506329113924,0.4557823129251701,0.396449704139666,0.6833333333276389,2.9310344827586206,3.0344827586206895,1.8275862068965518,0.4482758620689655
296,Semaj Christon,SO,2013-14,G,Xavier,Big East,34.0,1200.0,201,420,182,371,19,49,157,235,15.0,76.0,91,142,45,8,89.0,72.0,578,19.1,3.7,1.2,4.9,0.544,0.501,1.5,7.4,4.6,25.3,2.3,0.8,14.3,26.9,109.9,106.4,2.6,1.3,4.0,565.0,2014,2,55,0,17.0,0.4785714285714286,0.49056603773584906,0.387755102032903,0.6680851063801359,2.676470588235294,4.176470588235294,1.3235294117647058,0.23529411764705882
222,Arron Afflalo,JR,2006-07,G,UCLA,Pac-10,36.0,1186.0,210,456,123,224,87,232,101,126,15.0,84.0,99,70,22,8,64.0,66.0,608,21.2,4.1,2.9,7.4,0.589,0.556,6.0,14.8,11.0,12.7,1.9,1.8,11.0,22.9,114.1,97.9,3.9,1.7,5.5,425.0,2007,1,27,0,16.88888888888889,0.4605263157894737,0.5491071428571429,0.3749999999983836,0.8015873015809397,2.75,1.9444444444444444,0.6111111111111112,0.2222222222222222
776,Josh McRoberts,SO,2006-07,F,Duke,ACC,33.0,1164.0,164,327,159,304,5,23,97,146,69.0,191.0,260,114,39,82,80.0,83.0,430,21.2,4.1,2.9,7.4,0.542,0.509,6.0,14.8,13.7,20.6,1.9,5.2,16.8,21.1,114.1,97.9,1.8,4.2,6.0,425.0,2007,2,37,0,13.030303030303031,0.5015290519877675,0.5230263157894737,0.21739130433837428,0.6643835616392851,7.878787878787879,3.4545454545454546,1.1818181818181819,2.484848484848485
309,Nate Robinson,JR,2004-05,G,Washington,Pac-10,35.0,1101.0,188,406,126,245,62,161,136,174,53.0,82.0,135,149,61,6,71.0,99.0,574,21.2,4.1,2.9,7.4,0.5870000000000001,0.539,6.0,14.8,7.0,22.2,1.9,0.4,12.7,22.9,114.1,97.9,3.1,1.9,4.9,425.0,2005,1,21,0,16.4,0.4630541871921182,0.5142857142857142,0.3850931676994715,0.7816091953978069,3.857142857142857,4.257142857142857,1.7428571428571429,0.17142857142857143
421,Romeo Langford,FR,2018-19,G,Indiana,Big Ten,32.0,1090.0,177,395,143,270,34,125,140,194,45.0,127.0,172,75,25,26,68.0,60.0,528,19.9,3.7,2.2,5.9,0.542,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,109.2,100.9,2.4,1.6,4.0,508.0,2019,1,14,0,16.5,0.4481012658227848,0.5296296296296297,0.271999999997824,0.7216494845323627,5.375,2.34375,0.78125,0.8125
1140,Malik Hairston,JR,2006-07,G,Oregon,Pac-10,27.0,793.0,116,222,93,168,23,54,50,82,68.0,94.0,162,57,18,16,49.0,67.0,305,21.2,4.1,2.9,7.4,0.584,0.574,6.0,14.8,12.3,14.4,1.9,1.4,15.8,19.9,114.1,97.9,1.7,2.0,3.7,425.0,2008,2,48,0,11.296296296296296,0.5225225225225225,0.5535714285714286,0.42592592591803846,0.6097560975535395,6.0,2.111111111111111,0.6666666666666666,0.5925925925925926
240,Da'Sean Butler,JR,2008-09,F,West Virginia,Big East,35.0,1160.0,212,494,150,317,62,177,114,150,76.0,132.0,208,60,45,10,81.0,88.0,600,21.2,4.1,2.9,7.4,0.531,0.4920000000000001,6.0,14.8,10.2,11.5,1.9,0.7,12.5,27.6,114.1,97.9,2.2,3.1,5.3,425.0,2010,2,42,0,17.142857142857142,0.4291497975708502,0.47318611987381703,0.35028248587372723,0.7599999999949334,5.942857142857143,1.7142857142857142,1.2857142857142858,0.2857142857142857
835,Isaiah Roby,JR,2018-19,F,Nebraska,Big Ten,35.0,1093.0,148,326,120,242,28,84,90,133,66.0,176.0,242,68,44,66,70.0,112.0,414,19.7,2.2,5.8,8.0,0.532,0.4970000000000001,6.6,17.7,12.1,12.5,2.4,6.4,15.2,21.6,105.6,96.0,1.7,2.2,3.8,416.0,2019,2,45,0,11.82857142857143,0.4539877300613497,0.49586776859504134,0.33333333332936504,0.6766917293182204,6.914285714285715,1.9428571428571428,1.2571428571428571,1.8857142857142857
551,Ronny Turiaf,SR,2004-05,F,Gonzaga,WCC,31.0,967.0,157,309,155,302,2,7,177,259,74.0,221.0,295,48,12,59,70.0,83.0,493,21.2,4.1,2.9,7.4,0.5710000000000001,0.511,6.0,14.8,17.7,9.4,1.9,4.1,13.9,25.8,114.1,97.9,2.5,2.3,4.8,425.0,2005,2,37,0,15.903225806451612,0.5080906148867314,0.5132450331125827,0.2857142856734694,0.6833976833950448,9.516129032258064,1.5483870967741935,0.3870967741935484,1.903225806451613
457,Hakim Warrick,SO,2002-03,F,Syracuse,Big East,35.0,1146.0,197,364,197,363,0,1,124,186,112.0,185.0,297,57,49,44,92.0,94.0,518,21.2,4.1,2.9,7.4,0.573,0.541,6.0,14.8,13.2,9.0,1.9,2.4,16.9,22.1,114.1,97.9,2.6,2.9,5.5,425.0,2005,1,19,0,14.8,0.5412087912087912,0.5426997245179064,0.0,0.6666666666630825,8.485714285714286,1.6285714285714286,1.4,1.2571428571428571
40,Derrick Williams,SO,2010-11,F,Arizona,Pac-10,38.0,1141.0,226,380,184,306,42,74,247,331,105.0,209.0,314,43,37,26,100.0,106.0,741,32.8,9.2,2.6,11.8,0.69,0.65,11.8,21.9,17.0,8.7,1.9,2.3,15.7,28.9,128.8,97.3,6.0,1.9,7.9,675.0,2011,1,2,0,19.5,0.5947368421052631,0.6013071895424836,0.5675675675598977,0.7462235649524284,8.263157894736842,1.131578947368421,0.9736842105263158,0.6842105263157895
96,Malcolm Brogdon,SR,2015-16,G,Virginia,ACC,37.0,1263.0,230,503,155,311,75,192,140,156,19.0,131.0,150,115,35,9,52.0,76.0,675,25.1,8.5,2.6,11.1,0.585,0.532,2.1,13.3,7.9,19.5,1.8,0.9,8.3,28.4,122.3,99.9,4.9,2.1,7.0,627.0,2016,2,36,0,18.243243243243242,0.4572564612326044,0.4983922829581994,0.3906249999979655,0.8974358974301447,4.054054054054054,3.108108108108108,0.9459459459459459,0.24324324324324326
256,Blake Stepp,JR,2002-03,G,Gonzaga,WCC,33.0,1172.0,175,406,77,163,98,243,145,174,21.0,102.0,123,198,54,4,110.0,66.0,593,21.2,4.1,2.9,7.4,0.607,0.552,6.0,14.8,6.2,34.4,1.9,0.2,18.4,25.4,114.1,97.9,3.9,1.6,5.5,425.0,2004,2,58,0,17.96969696969697,0.43103448275862066,0.4723926380368098,0.4032921810682992,0.8333333333285441,3.727272727272727,6.0,1.6363636363636365,0.12121212121212122
170,Brandon Clarke,JR,2018-19,F,Gonzaga,WCC,37.0,1040.0,257,374,253,359,4,15,109,157,114.0,203.0,317,70,43,117,57.0,79.0,627,37.2,8.9,10.0,18.9,0.6990000000000001,0.693,13.9,19.6,17.1,12.3,2.3,11.3,11.3,23.9,137.9,84.0,5.5,3.2,8.8,603.0,2019,1,21,0,16.945945945945947,0.6871657754010695,0.7047353760445683,0.2666666666488889,0.6942675159191448,8.567567567567568,1.8918918918918919,1.162162162162162,3.1621621621621623
357,Sam Dekker,JR,2014-15,F,Wisconsin,Big Ten,40.0,1239.0,213,406,163,255,50,151,80,113,77.0,143.0,220,49,21,18,36.0,42.0,556,25.5,8.2,1.8,10.0,0.605,0.586,8.4,14.8,11.7,8.6,1.1,1.5,7.3,23.2,128.6,99.8,5.1,1.9,7.0,519.0,2015,1,18,0,13.9,0.5246305418719212,0.6392156862745098,0.33112582781237665,0.7079646017636463,5.5,1.225,0.525,0.45
884,Reggie Jackson,SO,2009-10,G,Boston College,ACC,31.0,934.0,145,337,113,227,32,110,77,105,59.0,117.0,176,139,19,14,80.0,62.0,399,20.2,4.1,2.9,7.4,0.516,0.478,7.5,14.7,11.1,30.5,1.2,1.5,17.1,25.4,108.8,102.4,2.3,1.1,3.4,428.0,2011,1,24,0,12.870967741935484,0.43026706231454004,0.4977973568281938,0.2909090909064463,0.7333333333263492,5.67741935483871,4.483870967741935,0.6129032258064516,0.45161290322580644
815,Jerian Grant,SO,2011-12,G,Notre Dame,Big East,34.0,1232.0,124,326,67,165,57,161,113,138,18.0,79.0,97,169,44,6,62.0,58.0,418,18.2,4.8,0.7,5.5,0.534,0.468,1.8,8.1,4.9,29.5,2.3,0.5,13.7,20.6,113.9,103.2,3.1,1.3,4.4,447.0,2015,1,19,0,12.294117647058824,0.3803680981595092,0.40606060606060607,0.3540372670785464,0.8188405797042113,2.8529411764705883,4.970588235294118,1.2941176470588236,0.17647058823529413
666,Demetris Nichols,JR,2005-06,F,Syracuse,Big East,35.0,1164.0,165,386,92,185,73,201,63,93,61.0,143.0,204,50,45,33,63.0,96.0,466,21.2,4.1,2.9,7.4,0.542,0.522,6.0,14.8,9.3,8.5,1.9,2.0,12.8,20.3,114.1,97.9,1.8,2.0,3.8,425.0,2007,2,53,0,13.314285714285715,0.4274611398963731,0.4972972972972973,0.3631840796001832,0.6774193548314256,5.828571428571428,1.4285714285714286,1.2857142857142858,0.9428571428571428
392,Steve Novak,SR,2005-06,F,Marquette,Big East,31.0,1047.0,173,363,52,104,121,259,74,76,34.0,149.0,183,39,18,4,32.0,64.0,541,21.2,4.1,2.9,7.4,0.6779999999999999,0.643,6.0,14.8,9.8,7.5,1.9,0.3,7.4,20.2,114.1,97.9,4.7,1.0,5.7,425.0,2006,2,32,0,17.451612903225808,0.4765840220385675,0.5,0.4671814671796634,0.9736842105135041,5.903225806451613,1.2580645161290323,0.5806451612903226,0.12903225806451613
1129,Royal Ivey,SR,2003-04,G,Texas,Big 12,33.0,979.0,111,248,99,217,12,31,77,123,42.0,91.0,133,141,41,8,51.0,83.0,311,21.2,4.1,2.9,7.4,0.507,0.472,6.0,14.8,7.3,25.5,1.9,0.6,14.3,17.5,114.1,97.9,0.9,2.5,3.3,425.0,2004,2,37,0,9.424242424242424,0.4475806451612903,0.45622119815668205,0.3870967741810614,0.626016260157512,4.03030303030303,4.2727272727272725,1.2424242424242424,0.24242424242424243
1053,Melvin Frazier,SO,2016-17,G,Tulane,AAC,30.0,907.0,117,267,89,161,28,106,82,123,39.0,99.0,138,46,56,14,72.0,80.0,344,14.9,0.8,1.1,1.9,0.529,0.491,4.5,13.0,8.5,10.8,3.5,1.7,18.1,21.3,98.1,107.1,0.6,0.9,1.5,326.0,2018,2,35,0,11.466666666666667,0.43820224719101125,0.5527950310559007,0.2641509433937344,0.6666666666612466,4.6,1.5333333333333334,1.8666666666666667,0.4666666666666667
1399,Bobby Jones,FR,2002-03,F,Washington,Pac-10,27.0,514.0,48,119,44,99,4,20,53,69,43.0,68.0,111,28,21,12,23.0,100.0,153,21.2,4.1,2.9,7.4,0.504,0.42,6.0,14.8,12.2,9.8,1.9,1.6,13.2,15.9,114.1,97.9,0.3,0.9,1.3,425.0,2006,2,37,0,5.666666666666667,0.40336134453781514,0.4444444444444444,0.19999999999,0.7681159420178534,4.111111111111111,1.037037037037037,0.7777777777777778,0.4444444444444444
975,Chris Duhon,SR,2003-04,G,Duke,ACC,37.0,1311.0,138,308,109,212,29,96,65,90,30.0,120.0,150,225,80,7,104.0,76.0,370,21.2,4.1,2.9,7.4,0.527,0.495,6.0,14.8,6.5,29.7,1.9,0.4,22.9,16.7,114.1,97.9,1.4,2.9,4.3,425.0,2004,2,38,0,10.0,0.44805194805194803,0.5141509433962265,0.3020833333301866,0.7222222222141975,4.054054054054054,6.081081081081081,2.1621621621621623,0.1891891891891892
540,T.J. Ford,SO,2002-03,G,Texas,Big 12,33.0,1110.0,159,397,141,329,18,68,159,194,21.0,107.0,128,254,66,5,107.0,83.0,495,21.2,4.1,2.9,7.4,0.506,0.423,6.0,14.8,11.0,12.7,1.9,1.8,17.9,22.9,114.1,97.9,1.3,3.0,4.3,425.0,2003,1,8,0,15.0,0.4005037783375315,0.42857142857142855,0.2647058823490484,0.8195876288617547,3.878787878787879,7.696969696969697,2.0,0.15151515151515152
77,Andre Emmett,SR,2003-04,G,Texas Tech,Big 12,34.0,1259.0,260,494,244,449,16,45,165,226,69.0,156.0,225,62,44,10,70.0,49.0,701,21.2,4.1,2.9,7.4,0.583,0.5429999999999999,6.0,14.8,10.3,10.5,1.9,0.6,10.4,26.5,114.1,97.9,4.0,2.3,6.3,425.0,2004,2,35,0,20.61764705882353,0.5263157894736842,0.5434298440979956,0.35555555554765433,0.7300884955719908,6.617647058823529,1.8235294117647058,1.2941176470588236,0.29411764705882354
1368,Renaldo Balkman,SO,2004-05,F,South Carolina,SEC,33.0,615.0,74,160,68,142,6,18,24,44,63.0,97.0,160,57,25,21,46.0,62.0,178,21.2,4.1,2.9,7.4,0.4920000000000001,0.481,6.0,14.8,15.2,17.9,1.9,2.5,20.3,19.2,114.1,97.9,0.3,1.8,2.1,425.0,2006,1,20,0,5.393939393939394,0.4625,0.4788732394366197,0.3333333333148148,0.5454545454421488,4.848484848484849,1.7272727272727273,0.7575757575757576,0.6363636363636364
812,Andre Roberson,SO,2011-12,F,Colorado,Pac-12,36.0,1087.0,149,292,130,242,19,50,102,166,111.0,290.0,401,42,46,67,65.0,85.0,419,25.7,2.6,6.6,9.2,0.565,0.5429999999999999,12.6,31.9,22.5,8.8,2.6,6.8,14.9,21.2,112.6,85.0,2.7,3.1,5.7,427.0,2013,1,26,0,11.63888888888889,0.5102739726027398,0.5371900826446281,0.37999999999240003,0.6144578313215997,11.13888888888889,1.1666666666666667,1.2777777777777777,1.8611111111111112
784,Vernon Macklin,SR,2010-11,F,Florida,SEC,37.0,905.0,191,322,191,322,0,0,46,102,82.0,117.0,199,30,13,26,63.0,91.0,428,22.2,2.8,2.1,4.9,0.578,0.593,10.9,15.0,13.0,7.7,0.9,3.1,14.5,25.1,110.0,98.5,2.2,1.4,3.6,382.0,2011,2,52,0,11.567567567567568,0.593167701863354,0.593167701863354,0.0,0.45098039215244135,5.378378378378378,0.8108108108108109,0.35135135135135137,0.7027027027027027
